Date,Time,Open,Highest,Lowest,Adjust,Volume,Rate_high,Rate_low
1996.02.18,0:00,0.7567,0.7586,0.7494,0.7575,435,0.002510903,-0.009647152
1996.02.25,0:00,0.7566,0.768,0.7553,0.7616,423,0.006342495,-0.001718213
1996.03.03,0:00,0.7634,0.7695,0.7568,0.7689,349,0.003785901,-0.008645533
1996.03.10,0:00,0.7685,0.7768,0.766,0.7733,301,0.001683938,-0.00325309
1996.03.17,0:00,0.7728,0.779,0.772,0.7769,286,0.00634715,-0.001035197
1996.03.24,0:00,0.7755,0.7845,0.772,0.783,405,0.005263834,-0.004513217
1996.03.31,0:00,0.7845,0.788,0.7789,0.7845,387,0.003838772,-0.007138305
1996.04.07,0:00,0.7831,0.7927,0.7815,0.7917,382,0.013830196,-0.002043162
1996.04.14,0:00,0.792,0.7937,0.7809,0.786,375,0.003831418,-0.014015152
1996.04.21,0:00,0.7843,0.792,0.783,0.7905,346,0.007648184,-0.001657529
1996.04.28,0:00,0.7891,0.7982,0.7845,0.7974,362,0.003018868,-0.005829426
1996.05.05,0:00,0.7966,0.805,0.795,0.802,398,0.006273526,-0.002008536
1996.05.12,0:00,0.8012,0.8041,0.797,0.801,443,0.014823261,-0.005242137
1996.05.19,0:00,0.7991,0.801,0.7893,0.7912,467,0.002534212,-0.012263797
1996.05.26,0:00,0.7904,0.8002,0.7892,0.7989,315,0.017966361,-0.001518219
1996.06.02,0:00,0.8,0.8036,0.7848,0.7926,417,0.00775588,-0.019
1996.06.09,0:00,0.7906,0.7955,0.7865,0.7932,378,0.008390542,-0.005185935
1996.06.16,0:00,0.792,0.7933,0.7866,0.7895,348,0.005348275,-0.006818182
1996.06.23,0:00,0.7881,0.7935,0.7853,0.7871,332,0.008456118,-0.003552849
1996.06.30,0:00,0.7872,0.7975,0.7805,0.7956,419,0.005180038,-0.008511179
1996.07.07,0:00,0.7944,0.8003,0.7915,0.7976,386,0.018646232,-0.003650554
1996.07.14,0:00,0.7965,0.798,0.783,0.7918,531,0.00930529,-0.016949153
1996.07.21,0:00,0.791,0.7932,0.7845,0.7868,488,0.023812622,-0.008217446
1996.07.28,0:00,0.7871,0.7895,0.7685,0.7739,615,0.003110823,-0.023631051
1996.08.04,0:00,0.7726,0.7817,0.7715,0.7798,433,0.004508566,-0.001423764
1996.08.11,0:00,0.7786,0.7846,0.7763,0.7832,327,0.000383191,-0.00295402
1996.08.18,0:00,0.7829,0.7938,0.7829,0.7917,456,0.006739573,0
1996.08.25,0:00,0.7908,0.7945,0.7864,0.7902,355,0.00241025,-0.005563986
1996.09.01,0:00,0.7905,0.8009,0.7883,0.8,340,0.012658228,-0.002783049
1996.09.08,0:00,0.799,0.8024,0.79,0.7912,367,0.006615776,-0.01126408
1996.09.15,0:00,0.7917,0.7948,0.786,0.7921,432,0.008916062,-0.007199697
1996.09.22,0:00,0.791,0.7942,0.7851,0.7902,334,0.003173797,-0.007458913
1996.09.29,0:00,0.7907,0.797,0.7877,0.789,405,0.004455761,-0.003794106
1996.10.06,0:00,0.7885,0.7929,0.7855,0.7906,444,0.002790462,-0.003804692
1996.10.13,0:00,0.7906,0.797,0.7884,0.7957,330,0.009131262,-0.002782697
1996.10.20,0:00,0.7951,0.8001,0.7885,0.7905,407,0.003937008,-0.008300843
1996.10.27,0:00,0.7905,0.7948,0.7874,0.789,380,0.009855369,-0.003921569
1996.11.03,0:00,0.7885,0.7935,0.7813,0.7879,556,0.002417303,-0.009131262
1996.11.10,0:00,0.7881,0.7925,0.786,0.7906,365,0.000886188,-0.002664636
1996.11.17,0:00,0.7903,0.8152,0.7899,0.8146,470,0.009667824,-0.000506137
1996.11.24,0:00,0.8128,0.8173,0.8068,0.8166,500,0.040254777,-0.00738189
1996.12.01,0:00,0.817,0.8215,0.785,0.798,983,0.012561858,-0.039167687
1996.12.08,0:00,0.7986,0.8053,0.7881,0.792,537,0.002531646,-0.013148009
1996.12.15,0:00,0.7931,0.7974,0.79,0.7956,354,0.002393852,-0.003908713
1996.12.22,0:00,0.7955,0.8005,0.7937,0.7955,295,0.009133579,-0.002262728
1996.12.29,0:00,0.797,0.799,0.7883,0.7906,369,0.02250388,-0.010915935
1997.01.05,0:00,0.7907,0.7923,0.7732,0.782,659,0.010989011,-0.022132288
1997.01.12,0:00,0.7815,0.7831,0.7735,0.781,512,0.014549234,-0.010236724
1997.01.19,0:00,0.7819,0.7826,0.7698,0.773,467,0.018445323,-0.015475125
1997.01.26,0:00,0.7725,0.7741,0.759,0.7623,558,0.005009888,-0.017475728
1997.02.02,0:00,0.7626,0.7701,0.7585,0.762,645,0.00980652,-0.005376344
1997.02.09,0:00,0.761,0.7735,0.7546,0.765,660,0.002621232,-0.008409987
1997.02.16,0:00,0.7646,0.7798,0.763,0.778,465,0.006207967,-0.002092597
1997.02.23,0:00,0.7761,0.7825,0.7732,0.7791,498,-0.000513149,-0.003736632
1997.03.02,0:00,0.7805,0.7918,0.7795,0.7866,484,0.002293578,-0.00128123
1997.03.09,0:00,0.7868,0.8005,0.7848,0.7985,463,0.02057771,-0.002541942
1997.03.16,0:00,0.7976,0.7995,0.7824,0.787,569,0.009233137,-0.019057172
1997.03.23,0:00,0.7862,0.7911,0.7798,0.784,491,0.011874032,-0.008140422
1997.03.30,0:00,0.7833,0.7903,0.7748,0.776,429,0.003880983,-0.010851526
1997.04.06,0:00,0.7757,0.7899,0.773,0.7848,662,0.021077283,-0.003480727
1997.04.13,0:00,0.7852,0.787,0.7686,0.7732,581,0.000258732,-0.021141111
1997.04.20,0:00,0.7741,0.7805,0.773,0.7762,447,0.004529572,-0.001421005
1997.04.27,0:00,0.7762,0.7867,0.7727,0.783,498,0.012281836,-0.004509147
1997.05.04,0:00,0.7816,0.7839,0.7735,0.7786,505,0.008288008,-0.010363357
1997.05.11,0:00,0.7765,0.7841,0.7722,0.7766,642,0.017557652,-0.005537669
1997.05.18,0:00,0.7754,0.7896,0.7632,0.7666,749,0.010678972,-0.015733815
1997.05.25,0:00,0.7666,0.769,0.7585,0.7604,585,0.006086266,-0.010566136
1997.06.01,0:00,0.76,0.7647,0.7558,0.762,513,0.016,-0.005526316
1997.06.08,0:00,0.7612,0.7635,0.75,0.7511,436,0.00616209,-0.01471361
1997.06.15,0:00,0.7511,0.7548,0.7465,0.7511,496,0.010493744,-0.006124351
1997.06.22,0:00,0.7503,0.7538,0.7433,0.7451,397,0.001343905,-0.009329601
1997.06.29,0:00,0.7454,0.7585,0.7441,0.7488,566,0.013261164,-0.00174403
1997.07.06,0:00,0.748,0.7502,0.739,0.7406,567,0.01285558,-0.012032086
1997.07.13,0:00,0.7394,0.7444,0.7312,0.7425,552,0.014344262,-0.011090073
1997.07.20,0:00,0.742,0.7435,0.732,0.738,535,0.006683945,-0.013477089
1997.07.27,0:00,0.7377,0.7502,0.7331,0.739,737,0.014134761,-0.006235597
1997.08.03,0:00,0.7382,0.7428,0.7287,0.7351,579,0.000136054,-0.012869141
1997.08.10,0:00,0.7353,0.7485,0.735,0.743,498,0.010197145,-0.000407997
1997.08.17,0:00,0.741,0.7515,0.7355,0.749,562,0.024904215,-0.007422402
1997.08.24,0:00,0.7466,0.7505,0.7308,0.7325,576,0.011740331,-0.021162604
1997.08.31,0:00,0.7313,0.7347,0.724,0.7315,563,0.017102336,-0.009982223
1997.09.07,0:00,0.73,0.7333,0.7192,0.7223,470,0.011199776,-0.014794521
1997.09.14,0:00,0.7213,0.724,0.7143,0.718,466,0,-0.0097047
1997.09.21,0:00,0.719,0.7284,0.718,0.7224,448,0.007531381,-0.001390821
1997.09.28,0:00,0.7203,0.7318,0.717,0.7297,543,0.011926224,-0.004581424
1997.10.05,0:00,0.728,0.741,0.7211,0.7401,607,0.011618371,-0.009478022
1997.10.12,0:00,0.7385,0.7431,0.7316,0.7344,515,0.064347826,-0.009343263
1997.10.19,0:00,0.731,0.7328,0.69,0.691,957,0.014684288,-0.056087551
1997.10.26,0:00,0.6865,0.7168,0.681,0.7012,1244,0.013587742,-0.008011653
1997.11.02,0:00,0.7013,0.7179,0.6918,0.6931,823,0.005950653,-0.013546271
1997.11.09,0:00,0.693,0.7027,0.689,0.6976,655,0.018394161,-0.005772006
1997.11.16,0:00,0.6944,0.7055,0.685,0.6943,798,0.027071006,-0.013536866
1997.11.23,0:00,0.695,0.6966,0.676,0.6815,557,0.017923824,-0.027338129
1997.11.30,0:00,0.6811,0.683,0.6695,0.6715,674,0.01665405,-0.017031273
1997.12.07,0:00,0.6705,0.6743,0.6605,0.6615,482,0.024310932,-0.014914243
1997.12.14,0:00,0.6627,0.6644,0.6458,0.6535,904,0.004303058,-0.025501735
1997.12.21,0:00,0.6521,0.661,0.6507,0.6568,317,0.011239415,-0.00214691
1997.12.28,0:00,0.6576,0.6598,0.6495,0.651,386,0.030552477,-0.012317518
1998.01.04,0:00,0.6501,0.6522,0.6317,0.6445,898,0.012568735,-0.028303338
1998.01.11,0:00,0.6414,0.6691,0.6365,0.666,871,0.015553522,-0.007639539
1998.01.18,0:00,0.666,0.6691,0.6558,0.6659,730,-0.002546435,-0.015315315
1998.01.25,0:00,0.6676,0.6885,0.6676,0.683,919,0.02245509,0
1998.02.01,0:00,0.6807,0.6883,0.668,0.6713,753,0.004188482,-0.018657265
1998.02.08,0:00,0.6698,0.684,0.6685,0.6735,691,0.018756618,-0.001940878
1998.02.15,0:00,0.6705,0.6777,0.6611,0.67,631,0.015151515,-0.014019389
1998.02.22,0:00,0.6673,0.6819,0.66,0.6795,615,0.023343373,-0.010939607
1998.03.01,0:00,0.6791,0.685,0.664,0.669,583,0.009049774,-0.022235311
1998.03.08,0:00,0.6684,0.6782,0.663,0.677,459,0.029188203,-0.008078995
1998.03.15,0:00,0.6762,0.6767,0.6578,0.6655,608,0.005742784,-0.027210884
1998.03.22,0:00,0.6642,0.6781,0.6617,0.6718,543,0.029578544,-0.003763927
1998.03.29,0:00,0.6699,0.6713,0.6525,0.6565,631,0.006130268,-0.025974026
1998.04.05,0:00,0.6563,0.6632,0.6525,0.6566,570,0.017984496,-0.005790035
1998.04.12,0:00,0.6567,0.6582,0.645,0.6507,533,0.009150124,-0.017816354
1998.04.19,0:00,0.6452,0.6557,0.6448,0.6511,442,0.013700763,-0.000619963
1998.04.26,0:00,0.6499,0.6546,0.6423,0.6488,490,0.02382831,-0.011694107
1998.05.03,0:00,0.6479,0.649,0.6337,0.6353,492,0.020070649,-0.021916962
1998.05.10,0:00,0.6329,0.639,0.6228,0.6276,636,0.017344788,-0.015958287
1998.05.17,0:00,0.6258,0.6347,0.6169,0.6273,624,0.018674894,-0.014221796
1998.05.24,0:00,0.6259,0.628,0.6158,0.6232,492,0.039532944,-0.016136763
1998.05.31,0:00,0.6233,0.6246,0.5995,0.6027,770,0.037349398,-0.03818386
1998.06.07,0:00,0.6025,0.6068,0.581,0.5889,982,0.01622088,-0.035684647
1998.06.14,0:00,0.5873,0.6288,0.5795,0.614,1315,0.024186822,-0.013281117
1998.06.21,0:00,0.6098,0.6147,0.5995,0.6024,832,0.006180057,-0.016890784
1998.06.28,0:00,0.5995,0.625,0.5987,0.6185,794,0.011778178,-0.001334445
1998.07.05,0:00,0.6135,0.6227,0.6113,0.6165,484,0.023236515,-0.003585982
1998.07.12,0:00,0.6092,0.6341,0.6025,0.6255,841,0.017073171,-0.01099803
1998.07.19,0:00,0.6262,0.632,0.615,0.6169,624,0.019164051,-0.01788566
1998.07.26,0:00,0.616,0.6177,0.6053,0.6065,599,0.01336675,-0.01737013
1998.08.02,0:00,0.6065,0.6116,0.5985,0.6002,523,0.017115743,-0.013190437
1998.08.09,0:00,0.6,0.6018,0.5901,0.5938,631,0.023793103,-0.0165
1998.08.16,0:00,0.593,0.6,0.58,0.5835,680,0.06284153,-0.021922428
1998.08.23,0:00,0.5821,0.583,0.549,0.567,882,0.003184713,-0.056863082
1998.08.30,0:00,0.5673,0.592,0.5652,0.589,966,0.013769363,-0.003701745
1998.09.06,0:00,0.5872,0.6043,0.581,0.5985,844,0.023076923,-0.010558583
1998.09.13,0:00,0.5955,0.6,0.585,0.5873,777,0.021391304,-0.017632242
1998.09.20,0:00,0.5862,0.5931,0.575,0.5862,595,0.004971713,-0.019106107
1998.09.27,0:00,0.5868,0.6004,0.5833,0.5962,721,0.025632204,-0.005964554
1998.10.04,0:00,0.5966,0.6255,0.5813,0.6145,1392,-0.000325362,-0.025645323
1998.10.11,0:00,0.6147,0.6423,0.6147,0.6346,834,0.029359286,0
1998.10.18,0:00,0.633,0.636,0.6165,0.6188,774,0.011937858,-0.026066351
1998.10.25,0:00,0.6189,0.6275,0.6115,0.6236,629,0.004186795,-0.011956697
1998.11.01,0:00,0.625,0.6363,0.621,0.6358,521,0.022679749,-0.0064
1998.11.08,0:00,0.6346,0.6405,0.6217,0.6369,768,0.012076911,-0.020327766
1998.11.15,0:00,0.6385,0.6484,0.6293,0.6428,744,0.016606041,-0.014408771
1998.11.22,0:00,0.6403,0.6455,0.6323,0.6336,501,0.029406986,-0.012494143
1998.11.29,0:00,0.6336,0.6385,0.6155,0.6172,698,0.012633306,-0.028566919
1998.12.06,0:00,0.618,0.6265,0.6095,0.621,642,0.0084443,-0.013754045
1998.12.13,0:00,0.6198,0.6271,0.6158,0.6199,624,0.018734593,-0.006453695
1998.12.20,0:00,0.619,0.622,0.6085,0.6098,492,0.006270627,-0.016962843
1998.12.27,0:00,0.609,0.616,0.606,0.6116,461,0,-0.004926108
1999.01.03,0:00,0.6116,0.6375,0.6116,0.635,627,0.011146497,0
1999.01.10,0:00,0.6343,0.6445,0.628,0.6343,790,0.004433888,-0.009932209
1999.01.17,0:00,0.6342,0.6462,0.6315,0.633,630,0.016051364,-0.004257332
1999.01.24,0:00,0.6331,0.6343,0.623,0.6305,517,0,-0.015953246
1999.01.31,0:00,0.6313,0.6545,0.6305,0.6512,631,0.019092332,-0.001267226
1999.02.07,0:00,0.6515,0.6555,0.639,0.647,661,0.024707,-0.019186493
1999.02.14,0:00,0.647,0.6505,0.6314,0.6408,593,0.03806901,-0.024111283
1999.02.21,0:00,0.6409,0.642,0.6173,0.6191,660,0.004869339,-0.036823217
1999.02.28,0:00,0.6185,0.63,0.6161,0.6285,582,0.004314477,-0.003880356
1999.03.07,0:00,0.628,0.6395,0.6258,0.6364,551,0.021017167,-0.003503185
1999.03.14,0:00,0.6352,0.6358,0.6233,0.6308,451,0.002065131,-0.018734257
1999.03.21,0:00,0.6304,0.6426,0.6295,0.6355,511,0.01598721,-0.001427665
1999.03.28,0:00,0.634,0.638,0.6255,0.6346,510,0.019437751,-0.01340694
1999.04.04,0:00,0.634,0.636,0.6225,0.6312,466,-0.001581778,-0.018138801
1999.04.11,0:00,0.6325,0.6493,0.6322,0.6474,582,0.004187994,-0.000474308
1999.04.18,0:00,0.6464,0.6575,0.6447,0.6517,546,0.009761388,-0.00262995
1999.04.25,0:00,0.6517,0.6635,0.6454,0.6615,564,0.00623669,-0.009667025
1999.05.02,0:00,0.6602,0.6748,0.6574,0.6724,665,0.014177979,-0.004241139
1999.05.09,0:00,0.6705,0.6753,0.663,0.6643,650,0.011111111,-0.011185682
1999.05.16,0:00,0.6622,0.6745,0.657,0.6578,659,0.018266254,-0.007852613
1999.05.23,0:00,0.6574,0.6615,0.646,0.6525,644,0.019053569,-0.01734104
1999.05.30,0:00,0.6532,0.6602,0.6403,0.6592,599,0.006719609,-0.019748928
1999.06.06,0:00,0.657,0.6666,0.6548,0.6658,645,0.024465302,-0.003348554
1999.06.13,0:00,0.664,0.6657,0.6499,0.6525,477,0.006789076,-0.02123494
1999.06.20,0:00,0.6528,0.6656,0.6481,0.6618,483,0.011926606,-0.007199755
1999.06.27,0:00,0.6615,0.6712,0.654,0.6685,589,0.012112036,-0.011337868
1999.07.04,0:00,0.6679,0.6727,0.6605,0.6663,688,0.014464068,-0.011079503
1999.07.11,0:00,0.6652,0.6672,0.6568,0.6608,524,0.030085737,-0.012627781
1999.07.18,0:00,0.6606,0.6617,0.6415,0.6485,695,0.010124611,-0.028913109
1999.07.25,0:00,0.6503,0.6545,0.642,0.6517,516,0.007575758,-0.01276334
1999.08.01,0:00,0.6505,0.6604,0.6468,0.6534,426,0.012395414,-0.005687932
1999.08.08,0:00,0.6502,0.655,0.6454,0.6525,493,0.030805687,-0.007382344
1999.08.15,0:00,0.6533,0.655,0.633,0.636,652,0.011128776,-0.031073014
1999.08.22,0:00,0.6388,0.6413,0.629,0.6319,541,0.005889844,-0.015341265
1999.08.29,0:00,0.63,0.6475,0.6282,0.6469,504,0.007946401,-0.002857143
1999.09.05,0:00,0.645,0.655,0.6418,0.6515,470,0.010077519,-0.00496124
1999.09.12,0:00,0.6512,0.659,0.645,0.6468,544,0.009993754,-0.009520885
1999.09.19,0:00,0.6465,0.6542,0.6404,0.6509,564,0.004165381,-0.009435422
1999.09.26,0:00,0.653,0.66,0.6482,0.6561,623,0.004439682,-0.007350689
1999.10.03,0:00,0.6558,0.667,0.6532,0.6548,485,0.014407436,-0.003964623
1999.10.10,0:00,0.6535,0.6592,0.6455,0.6477,657,0.009979729,-0.012241775
1999.10.17,0:00,0.6444,0.652,0.6413,0.6491,433,0.020918528,-0.004810677
1999.10.24,0:00,0.6488,0.6542,0.6358,0.6392,532,0.008201893,-0.020036991
1999.10.31,0:00,0.6385,0.6457,0.634,0.6395,531,0.00581944,-0.007047768
1999.11.07,0:00,0.6389,0.646,0.6358,0.6454,400,0.013505025,-0.00485209
1999.11.14,0:00,0.6471,0.6478,0.6368,0.64,394,0.014906438,-0.015917169
1999.11.21,0:00,0.6393,0.64,0.6306,0.6351,478,0.008895949,-0.013608634
1999.11.28,0:00,0.6336,0.64,0.6295,0.6325,511,0.003490401,-0.00647096
1999.12.05,0:00,0.6329,0.6417,0.6303,0.6353,464,0.005698908,-0.004108074
1999.12.12,0:00,0.6353,0.6467,0.6317,0.643,495,0.003903201,-0.005666614
1999.12.19,0:00,0.6428,0.6474,0.6405,0.6435,391,0.0024926,-0.003578096
1999.12.26,0:00,0.6434,0.658,0.6419,0.6575,397,0.008745014,-0.002331365
2000.01.02,0:00,0.6561,0.662,0.6518,0.655,527,0.0041392,-0.006553879
2000.01.09,0:00,0.6548,0.6697,0.6523,0.6662,459,0.007409648,-0.00381796
2000.01.16,0:00,0.6647,0.6682,0.6613,0.6626,442,0.064417671,-0.00511509
2000.01.23,0:00,0.6589,0.66,0.6225,0.6351,902,0.010822855,-0.055243588
2000.01.30,0:00,0.6388,0.6415,0.6283,0.6387,818,0.020124581,-0.01643707
2000.02.06,0:00,0.6379,0.6435,0.6261,0.632,679,0.013470173,-0.018498197
2000.02.13,0:00,0.6316,0.636,0.6236,0.6295,556,0.026916803,-0.012666244
2000.02.20,0:00,0.6286,0.63,0.613,0.6151,599,0.021251868,-0.024817054
2000.02.27,0:00,0.6165,0.6195,0.6023,0.6085,669,0.013322231,-0.023033252
2000.03.05,0:00,0.6082,0.617,0.6005,0.6149,510,0.016699735,-0.012660309
2000.03.12,0:00,0.6125,0.6199,0.6048,0.607,580,0.009143807,-0.012571429
2000.03.19,0:00,0.6067,0.6116,0.6015,0.608,400,0.010134574,-0.008570958
2000.03.26,0:00,0.6105,0.617,0.6019,0.608,615,0.02047667,-0.014086814
2000.04.02,0:00,0.6067,0.6105,0.5958,0.599,561,0.00926706,-0.017966046
2000.04.09,0:00,0.5969,0.6008,0.5935,0.598,456,0.016142736,-0.005696096
2000.04.16,0:00,0.6026,0.6046,0.5885,0.595,536,0.021459227,-0.023398606
2000.04.23,0:00,0.592,0.5975,0.5825,0.5838,496,0.009161625,-0.016047297
2000.04.30,0:00,0.5848,0.598,0.5785,0.5965,598,0.038294169,-0.010772914
2000.05.07,0:00,0.5959,0.5975,0.5745,0.58,744,0.027457927,-0.035912066
2000.05.14,0:00,0.5821,0.5828,0.5645,0.5742,741,0.013771186,-0.030235355
2000.05.21,0:00,0.572,0.5786,0.5664,0.575,616,0.011255716,-0.00979021
2000.05.28,0:00,0.574,0.5829,0.5686,0.5802,678,0.004675325,-0.009407666
2000.06.04,0:00,0.5815,0.5941,0.5775,0.5875,677,0.003415884,-0.006878762
2000.06.11,0:00,0.586,0.6096,0.5855,0.6063,658,0.021566976,-0.000853242
2000.06.18,0:00,0.6055,0.6078,0.5935,0.595,545,0.006257399,-0.019818332
2000.06.25,0:00,0.5943,0.6054,0.5913,0.5953,509,0.015870307,-0.005047956
2000.07.02,0:00,0.5971,0.6021,0.586,0.5926,484,0.018213058,-0.018589851
2000.07.09,0:00,0.5912,0.5961,0.582,0.5844,529,0.017232376,-0.01556157
2000.07.16,0:00,0.5839,0.5897,0.5745,0.5867,605,0.007556242,-0.016098647
2000.07.23,0:00,0.585,0.594,0.5823,0.5882,620,0.021890202,-0.004615385
2000.07.30,0:00,0.587,0.5878,0.5756,0.5866,629,0.017872636,-0.019420784
2000.08.06,0:00,0.5864,0.5895,0.5763,0.5788,511,0.003467406,-0.017223738
2000.08.13,0:00,0.579,0.595,0.5768,0.5905,509,0.042365402,-0.003799655
2000.08.20,0:00,0.5907,0.5918,0.5665,0.5745,637,0.011443662,-0.040968343
2000.08.27,0:00,0.573,0.5797,0.568,0.5771,621,0.044524887,-0.008726003
2000.09.03,0:00,0.5763,0.5788,0.5525,0.5555,672,0.021139706,-0.041297935
2000.09.10,0:00,0.5564,0.563,0.544,0.5447,605,0.016231343,-0.022286125
2000.09.17,0:00,0.5452,0.5605,0.536,0.5445,807,0.011329866,-0.016874541
2000.09.24,0:00,0.549,0.5525,0.5384,0.543,635,0.02743614,-0.019307832
2000.10.01,0:00,0.5427,0.5485,0.5285,0.5337,625,0.014060422,-0.026165469
2000.10.08,0:00,0.5337,0.538,0.5263,0.5275,539,0.023675529,-0.013865467
2000.10.15,0:00,0.5281,0.5305,0.5153,0.5298,641,0.029937792,-0.024237834
2000.10.22,0:00,0.5314,0.5325,0.5144,0.5237,714,0.023851417,-0.031990967
2000.10.29,0:00,0.5224,0.5345,0.5115,0.5265,1026,0.016409266,-0.020865237
2000.11.05,0:00,0.527,0.5331,0.518,0.5196,609,0.004057971,-0.017077799
2000.11.12,0:00,0.5191,0.5245,0.5175,0.519,434,0.024274719,-0.003082258
2000.11.19,0:00,0.5187,0.5291,0.5067,0.5237,776,0.009834169,-0.02313476
2000.11.26,0:00,0.521,0.5402,0.5186,0.5377,684,0.002049944,-0.004606526
2000.12.03,0:00,0.537,0.552,0.5366,0.5484,614,0.02122905,-0.000744879
2000.12.10,0:00,0.5442,0.5483,0.537,0.5457,517,0.01130467,-0.01323043
2000.12.17,0:00,0.5436,0.5584,0.5396,0.5567,535,0.00942883,-0.007358352
2000.12.24,0:00,0.5565,0.5602,0.5515,0.559,456,0.008479163,-0.008984726
2000.12.31,0:00,0.5584,0.573,0.5543,0.5715,528,0.035326087,-0.007342407
2001.01.07,0:00,0.5712,0.5727,0.552,0.5568,721,0.01420765,-0.033613445
2001.01.14,0:00,0.5566,0.5631,0.549,0.5565,647,0.028650647,-0.01365433
2001.01.21,0:00,0.5552,0.5584,0.541,0.5448,642,0.007955597,-0.025576369
2001.01.28,0:00,0.543,0.5572,0.5405,0.5533,583,0.040037594,-0.004604052
2001.02.04,0:00,0.5503,0.5539,0.532,0.5367,599,0.026587605,-0.033254588
2001.02.11,0:00,0.5374,0.5404,0.5228,0.529,512,0.016721122,-0.027167845
2001.02.18,0:00,0.5293,0.5316,0.5203,0.5273,591,0.012675245,-0.01700359
2001.02.25,0:00,0.5264,0.5308,0.5207,0.5305,457,0.048211816,-0.010828267
2001.03.04,0:00,0.5288,0.5298,0.5061,0.5091,671,0.038979592,-0.042927383
2001.03.11,0:00,0.5087,0.5119,0.49,0.4943,576,0.010838446,-0.03676037
2001.03.18,0:00,0.4948,0.5048,0.489,0.4964,657,0.024138642,-0.011721908
2001.03.25,0:00,0.4941,0.5021,0.4847,0.486,700,0.01822753,-0.019024489
2001.04.01,0:00,0.4858,0.4996,0.4773,0.4988,703,0.017128874,-0.017496912
2001.04.08,0:00,0.4991,0.5109,0.4904,0.508,451,0.032100772,-0.017431376
2001.04.15,0:00,0.5074,0.5197,0.4922,0.5152,883,0.028343313,-0.029956642
2001.04.22,0:00,0.5135,0.5202,0.501,0.5098,830,0.007310808,-0.024342746
2001.04.29,0:00,0.508,0.5243,0.5061,0.5195,607,0.009521959,-0.003740157
2001.05.06,0:00,0.5196,0.5273,0.5146,0.522,536,0.013592233,-0.009622787
2001.05.13,0:00,0.5207,0.5305,0.515,0.5302,556,0.043700787,-0.010946802
2001.05.20,0:00,0.5293,0.5323,0.508,0.5207,646,0.035806644,-0.040241829
2001.05.27,0:00,0.5199,0.5221,0.5027,0.5088,619,0.009123364,-0.033083285
2001.06.03,0:00,0.5081,0.526,0.5042,0.526,577,0.011733026,-0.007675654
2001.06.10,0:00,0.5246,0.5303,0.5199,0.5248,567,0.020019436,-0.008959207
2001.06.17,0:00,0.5236,0.5278,0.5145,0.5161,515,0.023398771,-0.017379679
2001.06.24,0:00,0.5168,0.523,0.5043,0.511,539,0.014694202,-0.024187307
2001.07.01,0:00,0.5108,0.5204,0.5036,0.5093,566,0.016769814,-0.014095536
2001.07.08,0:00,0.5084,0.5139,0.5009,0.5083,557,0.008932116,-0.014752164
2001.07.15,0:00,0.5104,0.5192,0.5038,0.506,553,0.004965243,-0.012931034
2001.07.22,0:00,0.5059,0.5124,0.5035,0.5087,421,0.013750498,-0.004744021
2001.07.29,0:00,0.5081,0.5217,0.5018,0.5168,457,0.01612269,-0.012399134
2001.08.05,0:00,0.5164,0.5208,0.5086,0.5129,21780,0,-0.01510457
2001.08.12,0:00,0.5134,0.5383,0.5129,0.5357,22539,0.014007193,-0.000973899
2001.08.19,0:00,0.5365,0.5399,0.5283,0.5346,19758,0.018867925,-0.01528425
